25	19960103	라스베가스를 떠나며 	Leaving Las Vegas	1995	미국,영국,프랑스	장편	멜로/로맨스,드라마	마이크 피기스	루미에르 프로덕션즈	19960301	0
26	19958769	오델로 	Othello	1995	미국,영국	장편	드라마,멜로/로맨스	올리버 파커	null		0
27	19960124	나우 앤 덴 	Now And Then	1995	미국	장편	드라마	레슬리 링카 글래터	뉴라인 시네마	19960330	0
28	19958176	설득	Persuasion	1995	영국,프랑스	장편	드라마,멜로/로맨스	로저 미첼	null		0
31	19950298	위험한 아이들 	Dangerous Minds	1995	미국	장편	드라마	존 N. 스미스	할리우드픽처스	19950930	0
34	19960071	꼬마 돼지 베이브 	Babe	1995	호주,미국	장편	가족,드라마,코미디	크리스 누난	케네디 밀러 프로덕션즈	19960113	0
35	19970297	캐링턴 	Carrington	1995	영국	장편	드라마	크리스토퍼 햄튼	폴리그램 필름드 엔터테인먼트	19971129	0
36	19960227	데드맨 워킹 	Deadman Walking	1995	영국,미국	장편	드라마,범죄	팀 로빈스	폴리그램 필름드 엔터테인먼트	19960720	0
39	19960225	클루리스 	Clueless	1995	미국	장편	코미디	에이미 헥커링	파라마운트 픽쳐스	19960717	0
40	19958064	비성	Cry, The Beloved Country	1995				null	null		0
43	20145267	레스터레이션	Restoration	1995	미국,일본	장편	드라마,멜로/로맨스	마이클 호프만	null		0
45	19960090	투 다이 포 	To Die For	1995	영국,미국	장편	드라마,코미디,스릴러	구스 반 산트	콜럼비아 픽쳐스 코포레이션	19960210	0
46	19970148	아메리칸 퀼트	How To Make An American Quilt	1995	미국	장편	드라마,멜로/로맨스	조셀린 무어하우스	엠블린엔터테인먼트	19970426	0
47	19958233	7번가의 욕망	On Seventh Avenue	1995				null	null		0
52	19970237	마이티아프로디테 	Mighty Aphrodite	1995	미국	장편	코미디	우디 알렌	미라맥스 필름즈	19970913	0
55	19960266	조지아 	Georgia	1995	미국	장편	드라마	울루 그로스바드	미라맥스 필름즈	19960907	0
57	20135794	홈포더할리데이	Home For The Holidays 	1995	미국	장편	코미디	조디 포스터	null		0
60	19958033	리틀 인디언	The Indian in the Cupboard	1995				null	null		0
61	19968438	아이 포 아이	Eye for an Eye	1996				null	null		0
62	19960121	홀랜드 오퍼스 	Mr. Holland'S Opus	1995	미국	장편	드라마	스티븐 헤렉	할리우드픽처스	19960323	0
65	19968234	바이오돔	Bio-Dome	1996				null	null		0
68	19958497	프렌치 트위스트	French Twist	1995				null	null		0
69	19958472	프라이데이	Friday	1995				null	null		0
70	19980210	황혼에서 새벽까지	From Dusk Till Dawn	1996	미국	장편	공포(호러),스릴러,액션	로버트 로드리게즈	어맨드어파트	19980905	0
71	19950352	페어 게임 	Fair Game	1995	미국	장편	액션	앤드류 사입스	워너브러더스 코리아(주)	19951209	0
76	19960269	스크리머스 	Screamers	1995	영국,미국	장편	SF,공포(호러)	크리스찬 두가이	프라이스필름그룹	19960914	0
81	19970287	덴버 	Things To Do In Denver When You'Re Dead	1995	미국	장편	드라마,범죄	게리 플레더	null	19971129	0
82	20090152	안토니아스 라인	Antonia'S Line	1995	영국,네덜란드,벨기에	장편	드라마,코미디	마를렌 고리스	null	19970111	0
86	19960244	화이트 스콜 	White Squall	1996	미국	장편	어드벤처,드라마	리들리 스콧	할리우드픽처스	19960815	0
89	19958228	닉 오브 타임	Nick of Time	1995				null	null		0
94	20000101	뷰티풀 걸	Beautiful Girls	1996	미국	장편	멜로/로맨스,코미디	테드 데미	미라맥스 필름즈	20000219	0
96	19958295	햄릿 만들기	In The Bleak Midwinter	1995				null	null		0
97	19970293	증오	Hate	1995	프랑스	장편	드라마,범죄	마티유 카소비츠	null	19971108	0
100	19960330	씨티 홀 	City Hall	1996	미국	장편	드라마,스릴러	해롤드 벡커	캐슬 락 엔터테인먼트	19961123	0
101	20135109	바틀 로켓	Bottle Rocket	1996	미국	장편	코미디,어드벤처,범죄	웨스 앤더슨	null		0
102	19968233	미스터 러버	Mr. Wrong	1996				null	null		0
104	19968070	해피 길모어	Happy Gilmore	1996				null	null		0
105	19950290	메디슨카운티의 다리 	The Bridges Of Madison County	1995	미국	장편	멜로/로맨스	클린트 이스트우드	엠블린엔터테인먼트, 말파소 프로덕션즈, 워너 브러더스 픽쳐스	19950923	0
107	19968043	머펫의 보물섬	Muppet Treasure Island	1996				null	null		0
110	19950220	브레이브 하트 	Brave Heart	1995	미국	장편	드라마,액션,전쟁,사극	멜 깁슨 	이십세기폭스필름코퍼레이션, 파라마운트 픽쳐스, 아이콘엔터테인먼트인터내셔널	19950617	0
111	20081665	택시 드라이버	Taxi Driver	1976	미국	장편	드라마,스릴러	마틴 스콜세지	남아진흥(주)	19890217	0
112	19950074	성룡의 홍번구 	Rumble In The Bronx	1995	홍콩	장편	액션	당계례	골든하베스트	19950121	0
117	19958660	영 포이즈너 핸드북	The Young Poisoner's Handbook	1995				null	null		0
118	19968140	친구와 애인사이	If lucy Fell	1996	미국	장편	멜로/로맨스,코미디	에릭 셰퍼	null		0
123	20071054	중경삼림	Chungking Express	1994	홍콩	장편	멜로/로맨스,드라마	왕가위 	젯톤프로덕션	19950902	0
124	19960158	스타 메이커 	The Star Maker	1995	헝가리	장편	코미디,드라마	죠세페 토르나또레	체키고리그룹 타이거키네마토그라피카	19960504	0
129	19968348	새들이 그린 세상	Pie In The Sky	1996				null	null		0
131	19970312	프랭키 스타라이트	Frankie Starlight	1995	영국	장편	드라마	마이클 린제이-호그	채널4필름	19971220	0
132	19950338	제이드 	Jade	1995	미국	장편	액션	윌리엄 프리드킨	파라마운트 픽쳐스, 유아이피-씨아이씨영화및비디오배급(유)	19951125	0
135	19960145	잠망경을 올려라 	Down Periscope	1996	미국	장편	코미디	데이빗 S. 워드	이십세기폭스코리아(주)	19960420	0
138	19958186	네온 바이블	The Neon Bible	1995				null	null		0
141	19960163	버드케이지 	The Birdcage	1996	미국	장편	코미디,드라마	마이크 니콜스	유니버셜 픽쳐스	19960511	0
147	20000152	바스켓볼 다이어리	Basketball Diaries	1995	미국	장편	범죄,드라마	스콧 칼벳	뉴라인 시네마	20000429	0
153	19950244	배트맨 포에버 	Batman Forever	1995	미국	장편	액션	조엘 슈마허	폴리그램 필름드 엔터테인먼트, 워너 브러더스 픽쳐스	19950715	0
156	19958097	스모크 2 : 블루 인 더 페이스	Blue In The Face	1995				null	null		0
159	19958197	클라커즈	Clockers	1995				null	null		0
160	19950239	콩고 	Congo	1995	미국	장편	어드벤처	프랭크 마샬	파라마운트 픽쳐스, 더 케니디/마샬 컴퍼니	19950708	0
162	19948689	크럼	Crumb	1994	미국	장편	다큐멘터리	테리 즈위고프	null		0
163	19950350	데스페라도 	Desperado	1995	미국	장편	액션	로베르토 로드리게즈	콜럼비아 픽쳐스 코포레이션	19951209	0
164	19958645	블루데블	DevilInABlueDress	1995				null	null		0
166	19958485	둠 제너레이션	The Doom Generation	1995				null	null		0
170	19958220	해커스	Hackers	1995				null	null		0
171	19958731	제프리	Jeffrey	1995				null	null		0
173	19950247	저지 드레드 	Judge Dredd	1995	미국	장편	SF	대니 캐넌	씨너지 픽쳐스, 할리우드픽처스	19950715	0
175	19958059	리틀 아더왕	Kids Of The Round Table	1995				null	null		0
179	19958242	드류 베리모어의 영러브	Mad Love	1995				null	null		0
180	20135138	몰래츠	Mallrats	1995	미국	장편	코미디,멜로/로맨스	케빈 스미스	null		0
181	19958025	파워레인저	Mighty Morphin Power Rangers : The Movie	1995				null	null		0
182	19958111	달빛과 발렌티노	Moonlight and valentino	1995				null	null		0
183	19960131	무언의 목격자 	Mute Witness	1994	독일,영국,미국,러시아	장편	스릴러,공포(호러)	안소니 월러	null	19960405	0
185	19958440	캐서린 제타 존스의 더 그레이트	Catherine The Great / Katharina Die Grosse	1995				null	null		0
186	19950278	나인 먼쓰 	Nine Months	1995	미국	장편	멜로/로맨스,코미디	크리스 콜럼버스	1492픽쳐스	19950902	0
190	20139001	세이프	Safe	1995	미국	장편	스릴러	토드 헤인즈	null		0
191	19950326	주홍글씨 	The Scarlet Letter	1995	미국	장편	드라마	롤랑 조페	시너지 프로덕션	19951111	0
193	19950332	쇼걸	Show Girls	1995	미국	장편	드라마	폴 버호벤	카롤코 픽쳐스	19951118	0
194	19950321	스모크 	Smoke	1995	미국	장편	드라마,코미디	웨인 왕	미라맥스 필름즈	19951104	0
195	19950374	줄리아 로버츠의 사랑게임	Something To Talk About	1995	미국	장편	드라마,멜로/로맨스,코미디	라세 할스트롬	null	19960127	0
196	19958640	바이오 포스	Mutant Species	1995				null	null		0
198	19960315	스트레인지 데이즈 	Strange Days	1995	미국	장편	SF,드라마,범죄,스릴러,액션	캐서린 비글로우	null	19961102	0
199	20101127	셀브르의 우산	The Umbrellas of Cherbourg	1964	프랑스	장편	드라마,멜로/로맨스,뮤지컬	null	null		0
200	19958432	운명의 끈	The Tie That Binds	1995				null	null		0
202	19950346	토탈 이클립스 	Total Eclipse	1995	영국,프랑스,벨기에	장편	드라마	아그네츠카 홀란드	피트프로덕션	19951202	0
205	19958076	앤디 맥도웰의 마이 히어로	Unstrung Heroes	1995				null	null		0
206	19970192	언지프 	Unzipped	1995	미국	장편	다큐멘터리	더글라스 키브	미라맥스 필름즈	19970621	0
208	19950275	워터 월드 	Water World	1995	미국	장편	SF	케빈 레이놀즈	데이비스 엔터테인먼트 필름웍스, 유니버셜 픽쳐스, 고든컴퍼니	19950901	0
209	19958192	증오	White Man's Burden	1995	프랑스,미국	장편	드라마,스릴러	데스몬드 나카노	null		0
212	19970109	레인저 스카우트 	Bushwhacked	1995	미국	장편	어드벤처,코미디,범죄	그리그 비먼	이십세기폭스필름코퍼레이션	19970322	0
213	19970144	위선의 태양	Burnt By The Sun	1994	러시아	장편	드라마	니키타 미할코프	null	19970419	0
214	19950203	비포 더 레인 	Before The Rain	1994	마케도니아	장편	드라마	밀초 만체드스키	브리티쉬스크린	19950603	0
215	19960126	비포 선라이즈 	Before Sunrise	1995	미국, 오스트리아,스위스	장편	드라마,멜로/로맨스	리차드 링클래이터, 리차드 링클레이터	캐슬 락 엔터테인먼트	19960330	0
216	19958116	백만장자 빌리	Billy Madison	1995				null	null		0
217	19958071	베이비시터 클럽	The Babysitters Club	1995				null	null		0
219	19950370	굿바이 마이 프렌드	The Cure	1995	미국	장편	드라마	피터 호튼	유니버셜 픽쳐스	19960803	0
220	19958691	사탄의 테러	Castle Freak	1995				null	null		0
223	19948407	점원들	Clerks	1994	미국	장편	기타	케빈 스미스	null		0
227	19950094	고공침투 	Drop Zone	1994	미국	장편	액션	존 바담	파라마운트 픽쳐스	19950218	0
229	19950212	시고니 위버의 진실 	Death And The Maiden	1994	미국	장편	스릴러	로만 폴란스키	캐피털 필름, 채널4필름, 파인라인피쳐어, 플라치필름, 르 스튜디오 카날+, TF1 필름 프로덕션	19950610	0
230	19950360	돌로레스 클레이븐 	Dolores Claiborne	1995	미국	장편	미스터리,드라마	테일러 핵포드	캐슬 락 엔터테인먼트	19951223	0
233	19960108	엑조티카 	Exotica	1994	캐나다	장편	드라마,성인물(에로)	아톰 에고이안	미라맥스 필름즈	19960309	0
235	19948178	에드 우드	Ed Wood	1994				null	null		0
236	19950245	프렌치 키스 	French Kiss	1995	미국,영국	장편	멜로/로맨스,코미디	로렌스 캐스단	이십세기폭스필름코퍼레이션, 폴리그램 필름드 엔터테인먼트, 프루후록 픽쳐스 , 워킹 타이틀 필름	19950715	0
237	19960202	파리가 당신을 부를 때	Forget Paris	1995	미국	장편	코미디	빌리 크리스탈	캐슬 락 엔터테인먼트	19960622	0
238	19958031	파 프롬 홈	Far From Home : The Adventures of Yellow Dog	1995				null	null		0
243	19958063	리틀 고르디	Gordy	1995				null	null		0
245	19948264	초보 형사 JJ	The Glass Shield	1994				null	null		0
247	19948404	천상의 피조물	Heavenly Creatures	1994				null	null		0
249	19950080	불멸의 연인 	Immortal Beloved	1994	미국	장편	드라마	버나드 로즈	아이콘엔터테인먼트인터내셔널, 머제스틱 필름즈 인터내셔널	19950128	0
250	19958026	디즈니 캠프	Heavy Weights	1995				null	null		0
251	19980141	헌티드	The Hunted	1995	미국	장편	액션	J.F. 로튼	데이비스 엔터테인먼트 필름웍스	19980516	0
254	19958218	대통령의 연인들	Jefferson in Paris	1995	영국,미국	장편	드라마	제임스 아이보리	null		0
255	19958038	뉴욕 보이즈	The Jerky Boys	1995				null	null		0
256	19948781	주니어 	JUNIOR	1994				null	null		0
259	19950175	이중노출 	Kiss Of Death	1995	미국	장편	스릴러	바벳 슈로더	이십세기폭스코리아(주)	19950505	0
267	19958067	쫄병 길들이기	Major Payne	1995				null	null		0
268	19948183	샤칼	Little Odessa	1994	미국	장편	드라마,스릴러	제임스 그레이	null		0
270	19950105	동물적 본색 	Animal Love Affair	1994	이탈리아	장편	성인물(에로)	빈첸트 던	P.G.A 필름	19950304	0
271	19958342	제시카 랭의 모정	Losing Isaiah	1995	미국	장편	드라마	스티븐 질렌홀	null		0
274	19958074	아빠 수업	Man Of The House	1995				null	null		0
275	19948014	라이프세이버	Mixed Nuts	1994				null	null		0
276	19948020	밀크 머니	Milk Money	1994				null	null		0
277	19940421	34번가의 기적 	Miracle On 34Th Street	1994	미국	장편	가족,드라마	레스 메이필드	null	19941217	0
278	19958491	마이애미 랩소디	Miami Rhapsody	1995				null	null		0
279	19958459	마이 패밀리	My family	1995				null	null		0
281	19950182	노스바스의 추억 	Nobody'S Fool	1994	미국	장편	드라마	로버트 벤튼	카펠라 인터내셔널, 파라마운트 픽쳐스	19950513	0
282	19950246	넬	NELL	1994	미국	장편	드라마	마이클 앱티드	이십세기폭스필름코퍼레이션, 폴리그램 필름드 엔터테인먼트, 에그픽쳐스	19950715	0
283	19958240	뉴저지 드라이브	New Jersey Drive	1995				null	null		0
289	19950104	온니 유 	Only You	1994	미국	장편	코미디	노만 주이슨	트라이스타 픽쳐스, 욕타운 프로덕션	19950304	0
290	19950159	전사의 후예 	Once Were Warriors	1994	뉴질랜드	장편	드라마	리 타마호리	null	19950422	0
292	19950136	아웃브레이크 	Outbreak	1995	미국	장편	드라마	볼프강 페터슨, 볼프강 페터젠	편치 프로덕션, 대동	19950401	0
296	19940315	펄프 픽션 	Pulp Fiction	1994	미국	장편	범죄,스릴러	쿠엔틴 타란티노	미라맥스 필름즈	19940910	0
300	19950110	퀴즈 쇼 	Quiz Show	1994	미국	장편	드라마	로버트 레드포드	볼티모어픽쳐스, 할리우드픽처스	19950304	0
307	19940161	세가지 색 블루	Three Colors: Blue	1993	프랑스,스위스,영국,폴란드	장편	드라마	크지슈토프 키에슬로프스키	엠케이투 프로덕션즈	19940423	0
308	19940225	화이트 	White	1994	프랑스	장편	드라마,코미디	크지슈토프 키에슬로프스키	null	19940618	0
313	19950341	백조 공주 	Swan Princess	1994	미국	장편	애니메이션	리처드 리치	네스트 패밀리 엔터테인먼트	19951125	0
314	20134924	론 이니쉬의 비밀	The Secret of Roan Inish	1994	미국	장편	판타지,가족	존 세일즈	null		0
315	19940388	스페셜리스트 	The Specialist	1994	미국	장편	드라마,스릴러,액션	루이스 로사	워너브러더스 코리아(주)	19941119	0
316	19940424	스타게이트 	Stargate	1994	미국	장편	SF,액션,어드벤처,판타지	롤랜드 에머리히	카롤코 픽쳐스	19941217	0
319	19960113	쉘로우 그레이브 	Shallow Grave	1994	영국	장편	드라마,스릴러	대니 보일	채널4필름	19960316	0
327	19950344	탱크 걸 	Tank Girl	1995	미국	장편	액션	레이첼 텔러레이	null	19951202	0
329	19948075	스타 트랙 7 : 넥서스 트랙	Star Trek : Generations	1994				null	null		0
332	19958179	저주받은 도시	Village of the Damned	1995				null	null		0
333	19958227	크레이지 토미보이	Tommy Boy	1995				null	null		0
334	20140007	42번가의 반야	Vanya on 42nd Street	1994	영국,미국	장편	드라마,코미디,멜로/로맨스	루이 말	null		0
336	20136181	워킹 데드	The Walking Dead 	1995	미국	장편	드라마,전쟁	프레스턴 A. 휘트모어 2세	null		0
337	20040805	길버트 그레이프	What'S Eating Gilbert Grape	1993	미국	장편	드라마,코미디	라세 할스트롬	null	19940611	0
338	19958216	덴젤 워싱턴의 킬링 머신	Virtuosity	1995				null	null		0
340	19948266	테크워 2	TekWar : TekLab	1994				null	null		0
341	19960268	더블 해피니스 	Double Happiness	1994	캐나다	장편	드라마	미나 섬	브리티쉬컬럼비아필름	19960914	0
342	19950190	뮤리엘의 웨딩 	Muriel'S Wedding	1994	호주	장편	코미디,드라마,멜로/로맨스	P.J. 호건	씨비 2000	19950520	0
345	19970263	프리실라 	The Adventures Of Priscilla, Queen Of The Desert	1994	호주	장편	코미디,드라마	스티븐 엘리엇	오스트레일리아n Film Finance Corporation (AFFC)	19971025	0
348	19960092	브로드웨이를 쏴라 	Bullets Over Broadway	1994	미국	장편	코미디,범죄	우디 알렌	미라맥스 필름즈, 스위트랜드 필름	19960210	0
349	19949133	해리슨 포드의 긴급명령 	Clear And Present Danger	1994	미국	장편	드라마,스릴러,액션	필립 노이스	파라마운트 픽쳐스	19940917	0
350	19940310	의뢰인 	The Client	1994	미국	장편	드라마,미스터리,스릴러	조엘 슈마허	워너브러더스 코리아(주)	19940903	0
352	20135192	브룩클린의 아이들	Crooklyn	1994	미국	장편	코미디,드라마	스파이크 리	null		0
353	19940316	크로우 	The Crow	1994	미국	장편	범죄,스릴러,액션,판타지	알렉스 프로야스	워너브러더스 코리아(주)	19940916	0
356	19940343	포레스트 검프 	Forrest Gump	1994	미국	장편	드라마,코미디	로버트 저메키스	파라마운트 픽쳐스	19941015	0
358	19958209	하이어 러닝	Higher Learning	1995				null	null		0
360	19948250	사랑의 특종	I Love Trouble	1994				null	null		0
364	19940256	라이온 킹	The Lion King	1994	미국	장편	애니메이션,어드벤처,가족,뮤지컬,드라마	로저 알러스, 롭 민코프	월트디즈니	19940702	0
367	19940292	마스크 	The Mask	1994	미국	장편	범죄,액션,코미디,판타지	척 러셀 	null	19940820	0
368	19940227	매버릭 	Maverick	1994	미국	장편	서부극(웨스턴),어드벤처,코미디	리차드 도너	워너브러더스 코리아(주)	19940618	0
369	19948729	미세스 파커	Mrs. Parker And The Vicious Circle	1994				null	null		0
371	19948164	페이퍼	The Paper	1994				null	null		0
372	19948167	청춘 스케치	Reality Bites	1994	미국	장편	코미디,멜로/로맨스	벤 스틸러	null		0
374	19950092	리치 리치 	Richie Richie	1994	미국	장편	코미디,드라마	도날드 페트리	워너브러더스 코리아(주)	19950218	0
376	19950113	리버 와일드 	The River Wild	1994	미국	장편	어드벤처	커티스 핸슨	null	19950311	0
377	19940239	스피드 	Speed	1994	미국	장편	스릴러,액션	얀 드봉	null	19940625	0
380	19940288	트루 라이즈 	True Lies	1994	미국	장편	스릴러,액션,어드벤처,코미디	제임스 카메론	유니버셜 픽쳐스	19940813	0
381	19940287	남자가 사랑할 때 	When A Man Loves A Woman	1994	미국	장편	드라마,멜로/로맨스	루이스 만도키	터치스톤 픽처스	19940813	0
382	19948021	늑대개 2	White Fang II : Myth Of The White Wolf	1994				null	null		0
383	19940314	와이어트 어프 	Wyatt Earp	1994	미국	장편	서부극(웨스턴)	로렌스 캐스단	워너브러더스 코리아(주)	19940910	0
384	19958641	배드 컴파니	Nature Of The Beast / Bad Company	1995	미국	장편	범죄,스릴러	빅터 살바	null		0
393	19940426	스트리트 파이터	STREET FIGHTER	1994	미국	장편	액션,어드벤처	스티븐 E. 드 수자	null	19941224	0
396	19950181	폴 타임 	Fall Time	1995	미국	장편	드라마	폴 워너	캐피털 필름, 라이브 엔터테인먼트	19950513	0
408	19950324	8초의 승부 	8 Seconds	1994	미국	장편	드라마	존 G. 어빌드센	뉴라인 시네마	19951111	0
410	19938182	아담스 패밀리 2	Addams Family Values	1993				null	null		0
412	19940323	순수의 시대 	The Age Of Innocence	1993	미국	장편	드라마,사극	마틴 스콜세지	null	19940917	0
416	19940329	나쁜 여자들 	Bad Girls	1994	미국	장편	서부극(웨스턴)	조나단 카프란	null	19941001	0
417	19948731	바르셀로나	Barcelona	1994				null	null		0
418	19938258	인생 이야기	Being Human	1993				null	null		0
419	19940183	비버리 힐빌리즈	The Beverly Hillbillies	1993	미국	장편	코미디	페넬로페 스피리스	null	19940514	0
421	20135188	블랙 뷰티	Black Beauty	1994	미국,영국	장편	드라마,가족,어드벤처	캐롤라인 톰슨	null		0
423	19940407	분노의 폭발	Blown Away	1994	미국	장편	스릴러,액션	스테판 홉킨스	메트로-골드윈-마이어	19941203	0
426	19938345	바디 에이리언	Body Snatchers	1993				null	null		0
427	19930196	남자가 여자를 사랑할 때	Boxing Helena	1993	미국	장편	드라마,멜로/로맨스,미스터리	제니퍼 챔버스 린치	null	19930814	0
429	20137344	못말리는 초보 선원	Cabin Boy	1994	미국	장편	코미디	아담 레스닉	null		0
430	19938184	캘린더 걸	Calendar Girl	1993	미국	장편	코미디	존 화이트셀	null		0
431	19940095	칼리토 	Carlito'S Way	1993	미국	장편	드라마,액션	브라이언 드 팔마	유니버셜 픽쳐스	19940205	0
433	19948097	탐정 포그와 애완견 애꾸	Clean slate	1994				null	null		0
434	19930153	클리프 행어	Cliff Hanger	1993	미국	장편	스릴러,액션,드라마	레니 할린	캐롤코 필름	19930612	0
435	19938116	콘헤드 대소동	Coneheads	1993				null	null		0
436	19940325	컬러 오브 나이트	Color Of Night	1994	헝가리	장편	드라마,미스터리,성인물(에로),스릴러	리차드 러쉬	null	19940917	0
437	19948016	첩보원 가족 로버슨	Cops and Robbersons	1994				null	null		0
438	19948205	뉴욕의 해결사	The Cowboy Way	1994				null	null		0
440	19930200	데이브	Dave	1993	미국	장편	멜로/로맨스,코미디	이반 라이트만	워너브러더스 코리아(주)	19930821	0
441	20134884	멍하고 혼돈스러운	Dazed and Confused	1993	미국	장편	코미디,드라마	리차드 링클레이터	null		0
442	19930248	데몰리션 맨	Demolition Man	1993	미국	장편	SF,액션	마르코 브람빌라	워너브러더스 코리아(주)	19931120	0
444	19938397	카우걸 블루스	Even Cowgirls Get the Blues	1993				null	null		0
445	19938551	보험 걸린 사나이	Fatal Instinct	1993				null	null		0
446	19930404	패왕별희	Farewell My Concubine	1993	홍콩	장편	멜로/로맨스	첸 카이거	null	19931224	0
447	19948669	여자 둘 남자 셋	The Favor	1994				null	null		0
448	19938198	공포 탈출	Fearless	1993	미국	장편	미스터리	피터 위어	null		0
450	19948094	하버드 졸업반	With honors	1994				null	null		0
452	20135980	아일랜드의 연풍	Widows' Peak	1994	아일랜드	장편	범죄,코미디	존 어빈	null		0
453	19930255	사랑게임	For Love Or Money	1993	미국	장편	멜로/로맨스,코미디	베리 소넨필드	유니버셜 픽쳐스	19931204	0
454	19930217	야망의 함정	The Firm	1993	미국	장편	드라마,스릴러	시드니 폴락	파라마운트 픽쳐스	19930925	0
455	19940281	프리 윌리 	Free Willy	1993	미국	장편	드라마	사이먼 윈서	워너브러더스 코리아(주)	19940806	0
457	19938204	도망자의 밤	Fugitive Nights / Fugitive Nights : Danger in the Desert	1993				null	null		0
459	19940179	겟어웨이 - 끝없는 도주	The Getaway	1994	미국	장편	드라마,액션	로저 도널드슨	null	19940507	0
460	19940263	아빠와 한판승 	Getting Even With Dad	1994	미국	장편	가족,코미디	하워드 더치	null	19940716	0
461	20135948	고 피쉬	Go Fish	1994	미국	장편	멜로/로맨스	로즈 트로체	null		0
463	19938573	의혹의 함정	Guilty As Sin	1993	미국	장편	범죄,드라마,스릴러	시드니 루멧	null		0
464	19960153	하드 타겟	Hard Target	1993	미국	장편	액션,스릴러	오우삼	유니버셜 픽쳐스	19960427	0
465	19940170	하늘과 땅 	Heaven & Earth	1993	미국	장편	드라마	올리버 스톤	null	19940430	0
467	19958494	누드걸	Live Nude Girls	1995				null	null		0
468	19950318	잉글리쉬맨 	The Englishman Who Went Up A Hill But Came Down A Mountain	1995	영국	장편	코미디,멜로/로맨스	크리스토퍼 몬저	미라맥스 필름즈	19951104	0
469	19930401	하우스 오브 스피리트	The House Of The Spirits	1993	독일	장편	드라마	빌 어거스트	null	19931224	0
470	19948284	제3의 파티	House Party 3	1994				null	null		0
471	19950169	허드서커 대리인 	Hudsucker Proxy	1994	영국,독일,미국	장편	코미디,드라마	조엘 코엔, 에단 코엔	폴리그램 필름드 엔터테인먼트	19950429	0
472	19948095	너를 위하여	I'll Do Anything	1994				null	null		0
473	19948263	쫄병 람보	In The Army Now	1994				null	null		0
474	19930223	사선에서	In The Line Of Fire	1993	미국	장편	드라마,스릴러,액션	볼프강 페터센, 볼프강 페터젠	null	19930925	0
475	19940143	아버지의 이름으로 	In The Name Of The Father	1993	미국	장편	드라마	짐 쉐리단	유니버셜 픽쳐스	19940402	0
480	19930176	쥬라기 공원	Jurassic Park	1993	미국	장편	SF,액션,어드벤처	스티븐 스필버그	유니버셜 픽쳐스	19930717	0
483	19938208	리틀 킹	King of the Hill	1993				null	null		0
485	19938072	라스트 액션 히어로	Last Action Hero	1993				null	null		0
486	19938094	마이클 J폭스의 스타만들기	Life With Mikey	1993				null	null		0
487	19948241	라이트닝 잭	Lightning Jack	1994				null	null		0
488	19940153	M 버터 플라이 	M.Butterfly	1993	미국	장편	드라마	데이빗 크로넨버그	워너 브러더스 픽쳐스	19940416	0
489	19930332	메이드 인 아메리카	Made In America	1993	미국	장편	드라마,코미디	리차드 벤자민	아론 밀칸 프로덕션	19930717	0
490	19940115	맬리스 	Malice	1993	미국	장편	드라마	헤롤드 베커	null	19940305	0
491	19938095	더 페이스	The Man Without A Face	1993				null	null		0
492	19938271	맨하탄 미스테리	Manhattan Murder Mystery	1993	미국	장편	코미디,범죄,미스터리	우디 앨런	null		0
493	19938360	사회에의 위협	Menace II Society	1993				null	null		0
