movieId;title;genres
61031;World's Greatest Lover, The (1977);Comedy
61048;Expired (2007);Comedy|Drama|Romance
61071;Sisterhood of the Traveling Pants 2, The (2008);Adventure|Comedy|Drama|Romance
61075;Elegy (2008);Drama|Romance
61123;High School Musical 2 (2007);Comedy|Drama|Musical|Romance
61132;Tropic Thunder (2008);Action|Adventure|Comedy|War
61136;Objective, The (2008);Horror|Sci-Fi|Thriller|War
61160;Star Wars: The Clone Wars (2008);Action|Adventure|Animation|Sci-Fi
61210;Mutant Chronicles (2008);Action|Adventure|Sci-Fi
61236;Waltz with Bashir (Vals im Bashir) (2008);Animation|Documentary|Drama|War
61240;Let the Right One In (L친t den r칛tte komma in) (2008);Drama|Fantasy|Horror|Romance
61246;Hamlet 2 (2008);Comedy
61248;Death Race (2008);Action|Adventure|Sci-Fi|Thriller
61250;House Bunny, The (2008);Comedy
61253;Longshots, The (2008);Drama
61255;Rocker, The (2008);Comedy
61257;I.O.U.S.A. (a.k.a. IOUSA) (2008);Documentary
61262;Mirrors (2008);Horror|Mystery|Thriller
61289;Sukiyaki Western Django (2008);Action|Western
61312;Noise (2007);Comedy|Drama
61317;Feed (2005);Action|Crime|Mystery|Thriller
61319;Somers Town (2008);Drama
61323;Burn After Reading (2008);Comedy|Crime|Drama
61348;Disaster Movie (2008);Comedy
61350;Babylon A.D. (2008);Action|Adventure|Sci-Fi|Thriller
61352;Traitor (2008);Crime|Drama|Thriller
61354;College (2008);Comedy
61361;Women, The (2008);Comedy|Drama
61394;Onion Movie, The (2008);Comedy
61396;Sergeant Rutledge (1960);Crime|Western
61401;Spirit, The (2008);Action|Comedy|Fantasy|Thriller
61406;John Adams (2008);Drama
61434;Oh! What a Lovely War (1969);Musical|War
61449;Burning Plain, The (2008);Drama|Romance
61451;Seventh Cross, The (1944);Drama|War
61465;Bangkok Dangerous (2008);Action|Crime|Thriller
61467;Everybody Wants to Be Italian (2007);Comedy|Romance
61470;Boys in Company C, The (1978);Drama|War
61692;Altered (2006);Horror|Sci-Fi|Thriller
61697;Righteous Kill (2008);Crime|Mystery|Thriller
61705;Lakeview Terrace (2008);Drama|Thriller
61729;Ghost Town (2008);Comedy|Fantasy|Romance
61862;In Bed (En la cama) (2005);Drama
61934;Freebie and the Bean (1974);Action|Comedy
61941;Humboldt County (2008);Comedy|Drama
61950;Boot Camp (2007);Thriller
61986;Appaloosa (2008);Western
62049;1984 (1956);Drama|Sci-Fi
62081;Eagle Eye (2008);Action|Crime|Thriller|IMAX
62113;How to Lose Friends & Alienate People (2008);Comedy
62115;Six Shooter (2004);Comedy|Drama
62153;Look Back in Anger (1958);Drama
62155;Nick and Norah's Infinite Playlist (2008);Comedy|Drama|Romance
62198;Marjoe (1972);Documentary
62203;Martyrs (2008);Horror
62208;Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto) (1954);Drama
62235;Red (2008);Drama|Thriller
62250;Gomorrah (Gomorra) (2008);Crime|Drama
62265;Accidental Husband, The (2009);Comedy|Romance
62293;Duchess, The (2008);Drama|Romance
62331;Dead Leaves (2004);Action|Adventure|Animation|Comedy|Sci-Fi
62336;FLCL (2000);Animation|Comedy|Fantasy|Sci-Fi
62344;Rachel Getting Married (2008);Drama|Romance
62374;Body of Lies (2008);Action|Drama|Thriller
62376;City of Ember (2008);Adventure|Children|Sci-Fi
62378;Magicians (2007);Comedy
62394;Max Payne (2008);Action|Crime|Drama|Thriller
62434;Zack and Miri Make a Porno (2008);Comedy|Drama|Romance
62437;W. (2008);Drama
62439;My Best Friend's Girl (2008);Comedy|Romance
62511;Synecdoche, New York (2008);Comedy|Drama
62514;Come to the Stable (1949);Drama
62526;Drowning Pool, The (1975);Mystery|Thriller
62553;Secret Life of Bees, The (2008);Drama
62577;Flash of Genius (2008);Drama
62586;American Carol, An (2008);Comedy|Fantasy
62644;Wave, The (Welle, Die) (2008);Drama
62718;Angus, Thongs and Perfect Snogging (2008);Comedy|Romance
62733;Quarantine (2008);Drama|Horror|Mystery|Thriller
62764;Black Moon (1975);Fantasy|Mystery|Sci-Fi|War
62788;Lost Boys: The Tribe (2008);Comedy|Horror|Thriller
62792;Pride and Glory (2008);Crime|Drama
62799;Express, The (2008);Drama
62801;Lone Wolf and Cub: Baby Cart to Hades (Kozure ?kami: Shinikazeni mukau ubaguruma) (1972);Action|Drama
62803;Lone Wolf and Cub: Baby Cart in Peril (Kozure ?kami: Oya no kokoro ko no kokoro) (1972);Action
62849;RocknRolla (2008);Action|Crime
62956;Futurama: Bender's Game (2008);Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi
62970;Tin Man (2007);Adventure|Fantasy|Sci-Fi
62999;Madagascar: Escape 2 Africa (2008);Action|Adventure|Animation|Children|Comedy|IMAX
63033;Blindness (2008);Drama|Mystery|Romance|Thriller
63062;Changeling (2008);Crime|Drama|Mystery
63072;Road, The (2009);Adventure|Drama|Thriller
63082;Slumdog Millionaire (2008);Crime|Drama|Romance
63113;Quantum of Solace (2008);Action|Adventure|Thriller
63121;Tale of Two Cities, A (1958);Drama|Romance
63131;Role Models (2008);Comedy
63181;Tokyo Gore Police (T칪ky칪 zankoku keisatsu) (2008);Action|Horror
63189;Sauna (2008);Horror|Mystery
63222;JCVD (2008);Action|Drama|Thriller
63283;Whole Town's Talking, The (Passport to Fame) (1935);Comedy|Crime
63433;Farscape: The Peacekeeper Wars (2004);Action|Adventure|Sci-Fi
63436;Saw V (2008);Crime|Horror|Thriller
63479;Sex Drive (2008);Comedy
63481;Soul Men (2008);Comedy|Musical
63515;The Island (2006);Drama|Mystery
63540;Beverly Hills Chihuahua (2008);Adventure|Children|Comedy
63808;Class, The (Entre les murs) (2008);Drama
63826;Splinter (2008);Action|Horror|Thriller
63853;Australia (2008);Adventure|Drama|War|Western
63859;Bolt (2008);Action|Adventure|Animation|Children|Comedy
63876;Milk (2008);Drama
63989;Devil Doll, The (1936);Horror|Sci-Fi
63992;Twilight (2008);Drama|Fantasy|Romance|Thriller
64010;Children, The (2008);Horror
64030;Transporter 3 (2008);Action|Adventure|Crime|Thriller
64032;Four Christmases (2008);Comedy
64034;Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008);Drama|War
64037;Surveillance (2008);Crime|Mystery|Thriller
64116;Igor (2008);Animation|Comedy
64197;Hunger (2008);Drama
64229;Cadillac Records (2008);Drama|Musical
64231;Punisher: War Zone (2008);Action|Crime|Drama|Thriller
64278;Pervert's Guide to Cinema, The (2006);Documentary
64285;Wallace and Gromit in 'A Matter of Loaf and Death' (2008);Animation|Comedy
64497;Day the Earth Stood Still, The (2008);Drama|Sci-Fi|Thriller|IMAX
64499;Che: Part One (2008);Drama|War
64511;Dean Spanley (2008);Comedy|Drama
64517;I Am the Law (1938);Crime|Drama
64519;Boomerang (1947);Crime|Drama|Film-Noir
64575;Doubt (2008);Drama|Mystery
64614;Gran Torino (2008);Crime|Drama
64620;Frost/Nixon (2008);Drama
64622;Reader, The (2008);Drama|Romance
64701;I've Loved You So Long (Il y a longtemps que je t'aime) (2008);Drama|Mystery
64716;Seven Pounds (2008);Drama
64839;Wrestler, The (2008);Drama
64930;More the Merrier, The (1943);Comedy|Romance
64957;Curious Case of Benjamin Button, The (2008);Drama|Fantasy|Mystery|Romance
64969;Yes Man (2008);Comedy
64983;Valkyrie (2008);Drama|Thriller|War
64990;Pete Seeger: The Power of Song (2007);Documentary
64993;5 Centimeters per Second (By칪soku 5 senchim칡toru) (2007);Animation|Drama|Romance
64997;War of the Worlds (2005);Action|Sci-Fi
65045;Alien Raiders (2008);Mystery|Sci-Fi|Thriller
65088;Bedtime Stories (2008);Adventure|Children|Comedy
65091;Manhattan Melodrama (1934);Crime|Drama|Romance
65126;Choke (2008);Comedy|Drama
65130;Revolutionary Road (2008);Drama|Romance
65133;Blackadder Back & Forth (1999);Comedy
65135;Blackadder's Christmas Carol (1988);Comedy
65155;Surfer, Dude (2008);Comedy
65181;Nobel Son (2007);Comedy|Crime|Drama|Thriller
65188;Dear Zachary: A Letter to a Son About His Father (2008);Documentary
65216;Defiance (2008);Drama|Thriller|War
65225;Zeitgeist: Addendum (2008);Documentary
65230;Marley & Me (2008);Comedy|Drama
65256;Jesse Stone: Night Passage (2006);Crime|Drama|Mystery
65261;Ponyo (Gake no ue no Ponyo) (2008);Adventure|Animation|Children|Fantasy
65304;Ce que mes yeux ont vu (2007);Drama|Mystery|Thriller
65359;Earthsea (Legend of Earthsea) (2004);Adventure|Drama|Fantasy
65381;Man with the Gun (1955);Western
65418;Wendy and Lucy (2008);Drama
65465;Last Chance Harvey (2008);Drama|Romance
65514;Ip Man (2008);Action|Drama|War
65552;Replicant (2001);Action|Sci-Fi|Thriller
65567;Passengers (2008);Drama|Mystery|Thriller
65577;Tale of Despereaux, The (2008);Adventure|Animation|Children|Comedy|Fantasy
65585;Bride Wars (2009);Comedy|Romance
65596;Mesrine: Killer Instinct (L'instinct de mort) (2008);Action|Crime|Drama|Thriller
65601;My Bloody Valentine 3-D (2009);Horror|Thriller
65631;Battle in Seattle (2007);Action|Drama
65642;Timecrimes (Cronocr칤menes, Los) (2007);Sci-Fi|Thriller
65660;Secret of the Grain, The (La graine et le mulet) (2007);Drama
65682;Underworld: Rise of the Lycans (2009);Action|Fantasy|Horror|Thriller
65685;Inkheart (2008);Adventure|Fantasy
65731;The Alphabet Killer (2008);Crime|Mystery|Thriller
65740;Revenge of the Nerds IV: Nerds in Love (1994);Comedy|Romance
65802;Paul Blart: Mall Cop (2009);Action|Comedy|Crime
65810;Notorious (2009);Drama|Musical
65813;Unborn, The (2009);Horror|Mystery|Thriller
65866;Three Strangers (1946);Crime|Drama
65868;Repo! The Genetic Opera (2008);Fantasy|Horror|Musical
65882;Uninvited, The (2009);Drama|Horror|Mystery|Thriller
65899;12:01 (1993);Comedy|Romance|Sci-Fi|Thriller
65927;Night Train (2009);Action|Mystery|Thriller
65982;Outlander (2008);Action|Adventure|Sci-Fi
66015;Passchendaele (2008);Action|Drama|Romance|War
66053;Black Widow (1954);Drama|Mystery
66090;Eden Lake (2008);Horror|Thriller
66097;Coraline (2009);Animation|Fantasy|Thriller
66118;Point of Order (1964);Documentary
66130;Chocolate (2008);Action|Drama
66156;Escapist, The (2008);Thriller
66171;Push (2009);Sci-Fi|Thriller
66198;International, The (2009);Drama|Thriller
66200;Two Lovers (2008);Drama|Romance
66203;He's Just Not That Into You (2009);Comedy|Drama|Romance
66234;Jar City (M칳rin) (2006);Crime|Drama|Thriller
66240;Dead Like Me: Life After Death (2009);Comedy|Fantasy
66297;Futurama: Into the Wild Green Yonder (2009);Action|Animation|Comedy|Sci-Fi
66310;Fronti칟re(s) (2007);Drama|Horror|Thriller
66320;11th Hour, The (2007);Documentary
66335;Afro Samurai: Resurrection (2009);Animation
66337;Caf칠 Lumi칟re (2003);Drama
66371;Departures (Okuribito) (2008);Drama
66385;Taking Chance (2009);Drama|War
66427;My Name Is Bruce (2007);Comedy|Horror
66472;Way of War, The (2009);Action|Thriller
66509;Funny People (2009);Comedy|Drama
66511;Berlin Calling (2008);Comedy|Drama
66581;Still Waiting... (2009);Comedy
66596;Mystery Team (2009);Comedy|Crime|Mystery
66639;Street Fighter: The Legend of Chun-Li (2009);Action|Adventure|Sci-Fi|Thriller
66659;Tyler Perry's Madea Goes to Jail (2009);Comedy|Crime|Drama
66665;Away We Go (2009);Comedy|Drama|Romance
66686;Unsuspected, The (1947);Drama|Film-Noir|Thriller
66691;Thick as Thieves (a.k.a. Code, The) (2009);Crime
66744;Divo, Il (2008);Drama
66762;Paris (2008);Comedy|Drama|Romance
66783;Friday the 13th (2009);Horror
66785;Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008);Action|Adventure|Comedy|Western
66798;Pink Panther 2, The (2009);Adventure|Comedy|Mystery
66801;Crips and Bloods: Made in America (2008);Documentary
66808;Far Cry (2008);Action|Adventure|Drama
66934;Dr. Horrible's Sing-Along Blog (2008);Comedy|Drama|Musical|Sci-Fi
67073;Day of the Dead (2008);Horror
67087;I Love You, Man (2009);Comedy
67096;Big Steal, The (1949);Adventure|Drama|Film-Noir|Thriller
67186;Haunting in Connecticut, The (2009);Horror|Thriller
67193;Duplicity (2009);Crime|Romance|Thriller
67197;Knowing (2009);Action|Drama|Mystery|Sci-Fi|Thriller
67223;Sugar (2008);Drama
67252;Ong-Bak 2: The Beginning (Ong Bak 2) (2008);Action
67255;Girl with the Dragon Tattoo, The (M칛n som hatar kvinnor) (2009);Crime|Drama|Mystery|Thriller
67267;Sunshine Cleaning (2008);Comedy|Drama
67295;Kung Fu Panda: Secrets of the Furious Five (2008);Action|Animation|Children|Comedy
67361;Echelon Conspiracy (2009);Action|Mystery|Thriller
67365;After Sex (2007);Comedy|Drama|Romance
67408;Monsters vs. Aliens (2009);Animation|Sci-Fi|IMAX
67422;California Dreamin' (Nesfarsit) (2007);Comedy|Drama|War
67508;Baader Meinhof Komplex, Der (2008);Action|Crime|Drama|Thriller
67620;Nothing But the Truth (2008);Drama|Thriller
67624;Square, The (2008);Thriller
67665;Anvil! The Story of Anvil (2008);Documentary|Musical
67695;Observe and Report (2009);Action|Comedy
67706;Union Station (1950);Drama|Film-Noir
67734;Adventureland (2009);Comedy|Drama
67748;Scenes of a Sexual Nature (2006);Comedy|Drama|Romance
67788;Confessions of a Shopaholic (2009);Comedy|Romance
67799;The Butterfly Effect 3: Revelations (2009);Drama|Fantasy|Sci-Fi|Thriller
67801;Revanche (2008);Crime|Drama|Romance
67867;Dragonball Evolution (2009);Action|Adventure|Fantasy|Sci-Fi
67888;Man on the Flying Trapeze (1935);Comedy
67892;Can-Can (1960);Comedy|Musical|Romance
67900;Broken (2006);Horror|Thriller
67923;Fast & Furious (Fast and the Furious 4, The) (2009);Action|Crime|Drama|Thriller
67997;In the Loop (2009);Comedy
68028;What Doesn't Kill You (2008);Crime|Drama
68044;Crime Wave (1954);Crime|Drama|Film-Noir
68067;Escape from Fort Bravo (1953);Western
68069;Ride Lonesome (1959);Western
68073;Pirate Radio (2009);Comedy|Drama
68099;Apollo 13: To the Edge and Back (1994);Documentary
68135;17 Again (2009);Comedy|Drama
68157;Inglourious Basterds (2009);Action|Drama|War
68159;State of Play (2009);Crime|Drama|Thriller
68194;Damned United, The (2009);Drama
68205;Crank: High Voltage (2009);Action|Comedy|Crime
68237;Moon (2009);Drama|Mystery|Sci-Fi|Thriller
68269;Young Victoria, The (2009);Drama|Romance
68288;Informers, The (2008);Crime|Drama|Thriller
68319;X-Men Origins: Wolverine (2009);Action|Sci-Fi|Thriller
68324;Girlfriend Experience, The (2009);Drama
68347;Sin Nombre (2009);Crime|Drama|Thriller
68358;Star Trek (2009);Action|Adventure|Sci-Fi|IMAX
68392;Happy Campers (2001);Comedy
68442;Lymelife (2008);Comedy|Drama
68444;Great Buck Howard, The (2008);Comedy
68482;XIII: The Conspiracy (2008);Action|Crime|Mystery|Thriller
68486;Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009);Action|Drama|War
68519;S. Darko (S. Darko: A Donnie Darko Tale) (2009);Crime|Mystery|Sci-Fi|Thriller
68522;Earth (2007);Documentary
68552;Crossing Over (2009);Drama
68554;Angels & Demons (2009);Crime|Drama|Mystery|Thriller
68650;Powder Blue (2009);Drama
68659;Fanboys (2009);Adventure|Comedy|Drama
68674;Merry Gentleman, The (2008);Drama
68749;Management (2008);Comedy|Romance
68791;Terminator Salvation (2009);Action|Adventure|Sci-Fi|Thriller
68793;Night at the Museum: Battle of the Smithsonian (2009);Action|Comedy|IMAX
68838;Every Little Step (2008);Documentary
68843;Lesbian Vampire Killers (2009);Action|Comedy|Horror
68848;Brothers Bloom, The (2008);Adventure|Comedy|Crime|Romance
68858;Vincere (2009);Drama|Romance
68872;Paisan (Pais?) (1946);Drama|War
68901;Chop Shop (2007);Drama
68932;Soloist, The (2009);Drama|Musical
68941;Last House on the Left, The (2009);Drama|Horror|Thriller
68952;Drag Me to Hell (2009);Comedy|Horror
68954;Up (2009);Adventure|Animation|Children|Drama
68959;Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekij칪-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005);Action|Adventure|Animation|Drama
68963;Easy Virtue (2008);Comedy|Romance
68967;Summer Hours (Heure d'칠t칠, L') (2008);Drama
68976;Two English Girls (Les deux anglaises et le continent) (1971);Drama|Romance
69005;Female (1933);Comedy|Drama|Romance
69027;OSS 117 - Lost in Rio (OSS 117: Rio ne r칠pond plus) (2009);Adventure|Comedy
69093;Without a Paddle: Nature's Calling (2009);Adventure|Comedy
69118;In the Electric Mist (2009);Drama|Mystery
69122;Hangover, The (2009);Comedy|Crime
69131;Killshot (2008);Action|Crime|Drama|Thriller
69134;Antichrist (2009);Drama|Fantasy
69169;Song Is Born, A (1948);Comedy|Musical
69253;New in Town (2009);Comedy|Romance
69275;Dead Snow (D칮d sn칮) (2009);Action|Adventure|Comedy|Horror
69278;Land of the Lost (2009);Action|Adventure|Comedy|Sci-Fi
69284;Fatso (2008);Comedy
69306;Taking of Pelham 1 2 3, The (2009);Crime|Drama|Thriller
69324;Flame and Citron (Flammen & Citronen) (2008);Action|Drama|War
69354;Went the Day Well? (1942);Thriller|War
69374;Wrestling Ernest Hemingway (1993);Drama|Romance
69381;Hitman, The (1991);Action|Crime|Thriller
69406;Proposal, The (2009);Comedy|Romance
69436;Year One (2009);Adventure|Comedy
69438;O'Horten (2007);Comedy|Drama
69453;Land That Time Forgot, The (1975);Adventure|Sci-Fi
69458;Tyson (2008);Documentary
69481;Hurt Locker, The (2008);Action|Drama|Thriller|War
69516;Limits of Control, The (2009);Crime|Drama|Film-Noir
69524;Raiders of the Lost Ark: The Adaptation (1989);Action|Adventure|Thriller
69526;Transformers: Revenge of the Fallen (2009);Action|Adventure|Sci-Fi|IMAX
69529;Home (2009);Documentary
69542;K2 (1991);Adventure|Drama
69559;File on Thelma Jordan, The (1950);Crime|Drama|Film-Noir|Mystery
69604;Whatever Works (2009);Comedy|Romance
69606;Ghosts of Girlfriends Past (2009);Comedy|Fantasy|Romance
69611;Hustle (1975);Crime|Drama|Mystery|Thriller
69640;Public Enemies (2009);Crime|Drama|Thriller
69644;Ice Age: Dawn of the Dinosaurs (2009);Action|Adventure|Animation|Children|Comedy|Romance
69674;Mob, The (1951);Crime|Drama|Film-Noir
69712;My Sister's Keeper (2009);Drama
69746;Watchmen: Tales of the Black Freighter (2009);Action|Adventure|Animation|Horror
69757;(500) Days of Summer (2009);Comedy|Drama|Romance
69773;Madame Bovary (1949);Drama|Romance
69784;Br칲no (Bruno) (2009);Comedy
69786;Boys: The Sherman Brothers' Story, The (2009);Documentary
69803;Pinchcliffe Grand Prix (Fl친klypa Grand Prix) (1975);Adventure|Animation|Children|Comedy
69844;Harry Potter and the Half-Blood Prince (2009);Adventure|Fantasy|Mystery|Romance|IMAX
69849;Roots (1977);Drama|War
69904;Open Water 2: Adrift (2006);Drama|Thriller
69908;Group, The (1966);Drama
69934;My Sassy Girl (2008);Comedy|Drama|Romance
69951;Imaginarium of Doctor Parnassus, The (2009);Drama|Fantasy
69974;Shiver (Eskalofr칤o) (2008);Horror|Thriller
69988;Humpday (2009);Comedy
69995;Tokyo Sonata (2008);Drama
70015;Polytechnique (2009);Crime|Drama
70093;Cheri (2009);Romance
70157;Gang's All Here, The (1943);Comedy|Musical|Romance
70159;Orphan (2009);Drama|Horror|Mystery|Thriller
70183;Ugly Truth, The (2009);Comedy|Drama|Romance
70206;Collector, The (2009);Crime|Horror|Thriller
70208;Perfect Getaway, A (2009);Horror|Thriller
70286;District 9 (2009);Mystery|Sci-Fi|Thriller
70293;Julie & Julia (2009);Comedy|Drama|Romance
70301;Obsessed (2009);Crime|Drama|Thriller
70305;Race to Witch Mountain (2009);Adventure|Children|Fantasy|Sci-Fi|Thriller
